verse_key,clean_verse,tafsir_ibn_kathir
3:116,ان الذين كفروا لن تغنى عنهم اموٰلهم ولا اولـٰدهم من الله شيـٔا ۖ واولـٰئك اصحـٰب النار ۚ هم فيها خـٰلدون,Tafsir text placeholder for verse 3:116
3:117,مثل ما ينفقون فى هـٰذه الحيوٰة الدنيا كمثل ريح فيها صر اصابت حرث قوم ظلموا انفسهم فاهلكته ۚ وما ظلمهم الله ولـٰكن انفسهم يظلمون,Tafsir text placeholder for verse 3:117
3:118,يـٰايها الذين ءامنوا لا تتخذوا بطانة من دونكم لا يالونكم خبالا ودوا ما عنتم قد بدت البغضاء من افوٰههم وما تخفى صدورهم اكبر ۚ قد بينا لكم الـٔايـٰت ۖ ان كنتم تعقلون,Tafsir text placeholder for verse 3:118
3:119,هـٰانتم اولاء تحبونهم ولا يحبونكم وتؤمنون بالكتـٰب كله واذا لقوكم قالوا ءامنا واذا خلوا عضوا عليكم الانامل من الغيظ ۚ قل موتوا بغيظكم ۗ ان الله عليم بذات الصدور,Tafsir text placeholder for verse 3:119
3:120,ان تمسسكم حسنة تسؤهم وان تصبكم سيئة يفرحوا بها ۖ وان تصبروا وتتقوا لا يضركم كيدهم شيـٔا ۗ ان الله بما يعملون محيط,Tafsir text placeholder for verse 3:120
3:121,واذ غدوت من اهلك تبوئ المؤمنين مقـٰعد للقتال ۗ والله سميع عليم,Tafsir text placeholder for verse 3:121
3:122,اذ همت طائفتان منكم ان تفشلا والله وليهما ۗ وعلى الله فليتوكل المؤمنون,Tafsir text placeholder for verse 3:122
3:123,ولقد نصركم الله ببدر وانتم اذلة ۖ فاتقوا الله لعلكم تشكرون,Tafsir text placeholder for verse 3:123
3:124,اذ تقول للمؤمنين الن يكفيكم ان يمدكم ربكم بثلـٰثة ءالـٰف من الملـٰئكة منزلين,Tafsir text placeholder for verse 3:124
3:125,بلىٰ ۚ ان تصبروا وتتقوا وياتوكم من فورهم هـٰذا يمددكم ربكم بخمسة ءالـٰف من الملـٰئكة مسومين,Tafsir text placeholder for verse 3:125
3:126,وما جعله الله الا بشرىٰ لكم ولتطمئن قلوبكم به ۗ وما النصر الا من عند الله العزيز الحكيم,Tafsir text placeholder for verse 3:126
3:127,ليقطع طرفا من الذين كفروا او يكبتهم فينقلبوا خائبين,Tafsir text placeholder for verse 3:127
3:128,ليس لك من الامر شىء او يتوب عليهم او يعذبهم فانهم ظـٰلمون,Tafsir text placeholder for verse 3:128
3:129,ولله ما فى السمـٰوٰت وما فى الارض ۚ يغفر لمن يشاء ويعذب من يشاء ۚ والله غفور رحيم,Tafsir text placeholder for verse 3:129
3:130,يـٰايها الذين ءامنوا لا تاكلوا الربوٰا۟ اضعـٰفا مضـٰعفة ۖ واتقوا الله لعلكم تفلحون,Tafsir text placeholder for verse 3:130
3:131,واتقوا النار التى اعدت للكـٰفرين,Tafsir text placeholder for verse 3:131
3:132,واطيعوا الله والرسول لعلكم ترحمون,Tafsir text placeholder for verse 3:132
3:133,وسارعوا الىٰ مغفرة من ربكم وجنة عرضها السمـٰوٰت والارض اعدت للمتقين,Tafsir text placeholder for verse 3:133
3:134,الذين ينفقون فى السراء والضراء والكـٰظمين الغيظ والعافين عن الناس ۗ والله يحب المحسنين,Tafsir text placeholder for verse 3:134
3:135,والذين اذا فعلوا فـٰحشة او ظلموا انفسهم ذكروا الله فاستغفروا لذنوبهم ومن يغفر الذنوب الا الله ولم يصروا علىٰ ما فعلوا وهم يعلمون,Tafsir text placeholder for verse 3:135
3:136,اولـٰئك جزاؤهم مغفرة من ربهم وجنـٰت تجرى من تحتها الانهـٰر خـٰلدين فيها ۚ ونعم اجر العـٰملين,Tafsir text placeholder for verse 3:136
3:137,قد خلت من قبلكم سنن فسيروا فى الارض فانظروا كيف كان عـٰقبة المكذبين,Tafsir text placeholder for verse 3:137
3:138,هـٰذا بيان للناس وهدى وموعظة للمتقين,Tafsir text placeholder for verse 3:138
3:139,ولا تهنوا ولا تحزنوا وانتم الاعلون ان كنتم مؤمنين,Tafsir text placeholder for verse 3:139
3:140,ان يمسسكم قرح فقد مس القوم قرح مثله ۚ وتلك الايام نداولها بين الناس وليعلم الله الذين ءامنوا ويتخذ منكم شهداء ۗ والله لا يحب الظـٰلمين,Tafsir text placeholder for verse 3:140
3:141,وليمحص الله الذين ءامنوا ويمحق الكـٰفرين,Tafsir text placeholder for verse 3:141
3:142,ام حسبتم ان تدخلوا الجنة ولما يعلم الله الذين جـٰهدوا منكم ويعلم الصـٰبرين,Tafsir text placeholder for verse 3:142
3:143,ولقد كنتم تمنون الموت من قبل ان تلقوه فقد رايتموه وانتم تنظرون,Tafsir text placeholder for verse 3:143
3:144,وما محمد الا رسول قد خلت من قبله الرسل ۚ افاي۟ن مات او قتل انقلبتم علىٰ اعقـٰبكم ۚ ومن ينقلب علىٰ عقبيه فلن يضر الله شيـٔا ۗ وسيجزى الله الشـٰكرين,Tafsir text placeholder for verse 3:144
3:145,وما كان لنفس ان تموت الا باذن الله كتـٰبا مؤجلا ۗ ومن يرد ثواب الدنيا نؤته منها ومن يرد ثواب الـٔاخرة نؤته منها ۚ وسنجزى الشـٰكرين,Tafsir text placeholder for verse 3:145
3:146,وكاين من نبى قـٰتل معه ربيون كثير فما وهنوا لما اصابهم فى سبيل الله وما ضعفوا وما استكانوا ۗ والله يحب الصـٰبرين,Tafsir text placeholder for verse 3:146
3:147,وما كان قولهم الا ان قالوا ربنا اغفر لنا ذنوبنا واسرافنا فى امرنا وثبت اقدامنا وانصرنا على القوم الكـٰفرين,Tafsir text placeholder for verse 3:147
3:148,فـٔاتىٰهم الله ثواب الدنيا وحسن ثواب الـٔاخرة ۗ والله يحب المحسنين,Tafsir text placeholder for verse 3:148
3:149,يـٰايها الذين ءامنوا ان تطيعوا الذين كفروا يردوكم علىٰ اعقـٰبكم فتنقلبوا خـٰسرين,Tafsir text placeholder for verse 3:149
3:150,بل الله مولىٰكم ۖ وهو خير النـٰصرين,Tafsir text placeholder for verse 3:150
3:151,سنلقى فى قلوب الذين كفروا الرعب بما اشركوا بالله ما لم ينزل به سلطـٰنا ۖ وماوىٰهم النار ۚ وبئس مثوى الظـٰلمين,Tafsir text placeholder for verse 3:151
3:152,ولقد صدقكم الله وعده اذ تحسونهم باذنه ۖ حتىٰ اذا فشلتم وتنـٰزعتم فى الامر وعصيتم من بعد ما ارىٰكم ما تحبون ۚ منكم من يريد الدنيا ومنكم من يريد الـٔاخرة ۚ ثم صرفكم عنهم ليبتليكم ۖ ولقد عفا عنكم ۗ والله ذو فضل على المؤمنين,Tafsir text placeholder for verse 3:152
3:153,اذ تصعدون ولا تلوۥن علىٰ احد والرسول يدعوكم فى اخرىٰكم فاثـٰبكم غما بغم لكيلا تحزنوا علىٰ ما فاتكم ولا ما اصـٰبكم ۗ والله خبير بما تعملون,Tafsir text placeholder for verse 3:153
3:154,ثم انزل عليكم من بعد الغم امنة نعاسا يغشىٰ طائفة منكم ۖ وطائفة قد اهمتهم انفسهم يظنون بالله غير الحق ظن الجـٰهلية ۖ يقولون هل لنا من الامر من شىء ۗ قل ان الامر كله لله ۗ يخفون فى انفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الامر شىء ما قتلنا هـٰهنا ۗ قل لو كنتم فى بيوتكم لبرز الذين كتب عليهم القتل الىٰ مضاجعهم ۖ وليبتلى الله ما فى صدوركم وليمحص ما فى قلوبكم ۗ والله عليم بذات الصدور,Tafsir text placeholder for verse 3:154
3:155,ان الذين تولوا منكم يوم التقى الجمعان انما استزلهم الشيطـٰن ببعض ما كسبوا ۖ ولقد عفا الله عنهم ۗ ان الله غفور حليم,Tafsir text placeholder for verse 3:155
3:156,يـٰايها الذين ءامنوا لا تكونوا كالذين كفروا وقالوا لاخوٰنهم اذا ضربوا فى الارض او كانوا غزى لو كانوا عندنا ما ماتوا وما قتلوا ليجعل الله ذٰلك حسرة فى قلوبهم ۗ والله يحيۦ ويميت ۗ والله بما تعملون بصير,Tafsir text placeholder for verse 3:156
3:157,ولئن قتلتم فى سبيل الله او متم لمغفرة من الله ورحمة خير مما يجمعون,Tafsir text placeholder for verse 3:157
3:158,ولئن متم او قتلتم لالى الله تحشرون,Tafsir text placeholder for verse 3:158
3:159,فبما رحمة من الله لنت لهم ۖ ولو كنت فظا غليظ القلب لانفضوا من حولك ۖ فاعف عنهم واستغفر لهم وشاورهم فى الامر ۖ فاذا عزمت فتوكل على الله ۚ ان الله يحب المتوكلين,Tafsir text placeholder for verse 3:159
3:160,ان ينصركم الله فلا غالب لكم ۖ وان يخذلكم فمن ذا الذى ينصركم من بعده ۗ وعلى الله فليتوكل المؤمنون,Tafsir text placeholder for verse 3:160
3:161,وما كان لنبى ان يغل ۚ ومن يغلل يات بما غل يوم القيـٰمة ۚ ثم توفىٰ كل نفس ما كسبت وهم لا يظلمون,Tafsir text placeholder for verse 3:161
3:162,افمن اتبع رضوٰن الله كمن باء بسخط من الله وماوىٰه جهنم ۚ وبئس المصير,Tafsir text placeholder for verse 3:162
3:163,هم درجـٰت عند الله ۗ والله بصير بما يعملون,Tafsir text placeholder for verse 3:163
3:164,لقد من الله على المؤمنين اذ بعث فيهم رسولا من انفسهم يتلوا عليهم ءايـٰته ويزكيهم ويعلمهم الكتـٰب والحكمة وان كانوا من قبل لفى ضلـٰل مبين,Tafsir text placeholder for verse 3:164
3:165,اولما اصـٰبتكم مصيبة قد اصبتم مثليها قلتم انىٰ هـٰذا ۖ قل هو من عند انفسكم ۗ ان الله علىٰ كل شىء قدير,Tafsir text placeholder for verse 3:165
3:166,وما اصـٰبكم يوم التقى الجمعان فباذن الله وليعلم المؤمنين,Tafsir text placeholder for verse 3:166
3:167,وليعلم الذين نافقوا ۚ وقيل لهم تعالوا قـٰتلوا فى سبيل الله او ادفعوا ۖ قالوا لو نعلم قتالا لاتبعنـٰكم ۗ هم للكفر يومئذ اقرب منهم للايمـٰن ۚ يقولون بافوٰههم ما ليس فى قلوبهم ۗ والله اعلم بما يكتمون,Tafsir text placeholder for verse 3:167
3:168,الذين قالوا لاخوٰنهم وقعدوا لو اطاعونا ما قتلوا ۗ قل فادرءوا عن انفسكم الموت ان كنتم صـٰدقين,Tafsir text placeholder for verse 3:168
3:169,ولا تحسبن الذين قتلوا فى سبيل الله اموٰتا ۚ بل احياء عند ربهم يرزقون,Tafsir text placeholder for verse 3:169
