verse_key,text_original,clean_verse
6:111,وَلَو أَنَّنا نَزَّلنا إِلَيهِمُ المَلـٰئِكَةَ وَكَلَّمَهُمُ المَوتىٰ وَحَشَرنا عَلَيهِم كُلَّ شَىءٍ قُبُلًا ما كانوا لِيُؤمِنوا إِلّا أَن يَشاءَ اللَّهُ وَلـٰكِنَّ أَكثَرَهُم يَجهَلونَ,ولو اننا نزلنا اليهم الملـٰئكة وكلمهم الموتىٰ وحشرنا عليهم كل شىء قبلا ما كانوا ليؤمنوا الا ان يشاء الله ولـٰكن اكثرهم يجهلون
6:112,وَكَذٰلِكَ جَعَلنا لِكُلِّ نَبِىٍّ عَدُوًّا شَيـٰطينَ الإِنسِ وَالجِنِّ يوحى بَعضُهُم إِلىٰ بَعضٍ زُخرُفَ القَولِ غُرورًا ۚ وَلَو شاءَ رَبُّكَ ما فَعَلوهُ ۖ فَذَرهُم وَما يَفتَرونَ,وكذٰلك جعلنا لكل نبى عدوا شيـٰطين الانس والجن يوحى بعضهم الىٰ بعض زخرف القول غرورا ۚ ولو شاء ربك ما فعلوه ۖ فذرهم وما يفترون
6:113,وَلِتَصغىٰ إِلَيهِ أَفـِٔدَةُ الَّذينَ لا يُؤمِنونَ بِالـٔاخِرَةِ وَلِيَرضَوهُ وَلِيَقتَرِفوا ما هُم مُقتَرِفونَ,ولتصغىٰ اليه افـٔدة الذين لا يؤمنون بالـٔاخرة وليرضوه وليقترفوا ما هم مقترفون
6:114,أَفَغَيرَ اللَّهِ أَبتَغى حَكَمًا وَهُوَ الَّذى أَنزَلَ إِلَيكُمُ الكِتـٰبَ مُفَصَّلًا ۚ وَالَّذينَ ءاتَينـٰهُمُ الكِتـٰبَ يَعلَمونَ أَنَّهُ مُنَزَّلٌ مِن رَبِّكَ بِالحَقِّ ۖ فَلا تَكونَنَّ مِنَ المُمتَرينَ,افغير الله ابتغى حكما وهو الذى انزل اليكم الكتـٰب مفصلا ۚ والذين ءاتينـٰهم الكتـٰب يعلمون انه منزل من ربك بالحق ۖ فلا تكونن من الممترين
6:115,وَتَمَّت كَلِمَتُ رَبِّكَ صِدقًا وَعَدلًا ۚ لا مُبَدِّلَ لِكَلِمـٰتِهِ ۚ وَهُوَ السَّميعُ العَليمُ,وتمت كلمت ربك صدقا وعدلا ۚ لا مبدل لكلمـٰته ۚ وهو السميع العليم
6:116,وَإِن تُطِع أَكثَرَ مَن فِى الأَرضِ يُضِلّوكَ عَن سَبيلِ اللَّهِ ۚ إِن يَتَّبِعونَ إِلَّا الظَّنَّ وَإِن هُم إِلّا يَخرُصونَ,وان تطع اكثر من فى الارض يضلوك عن سبيل الله ۚ ان يتبعون الا الظن وان هم الا يخرصون
6:117,إِنَّ رَبَّكَ هُوَ أَعلَمُ مَن يَضِلُّ عَن سَبيلِهِ ۖ وَهُوَ أَعلَمُ بِالمُهتَدينَ,ان ربك هو اعلم من يضل عن سبيله ۖ وهو اعلم بالمهتدين
6:118,فَكُلوا مِمّا ذُكِرَ اسمُ اللَّهِ عَلَيهِ إِن كُنتُم بِـٔايـٰتِهِ مُؤمِنينَ,فكلوا مما ذكر اسم الله عليه ان كنتم بـٔايـٰته مؤمنين
6:119,وَما لَكُم أَلّا تَأكُلوا مِمّا ذُكِرَ اسمُ اللَّهِ عَلَيهِ وَقَد فَصَّلَ لَكُم ما حَرَّمَ عَلَيكُم إِلّا مَا اضطُرِرتُم إِلَيهِ ۗ وَإِنَّ كَثيرًا لَيُضِلّونَ بِأَهوائِهِم بِغَيرِ عِلمٍ ۗ إِنَّ رَبَّكَ هُوَ أَعلَمُ بِالمُعتَدينَ,وما لكم الا تاكلوا مما ذكر اسم الله عليه وقد فصل لكم ما حرم عليكم الا ما اضطررتم اليه ۗ وان كثيرا ليضلون باهوائهم بغير علم ۗ ان ربك هو اعلم بالمعتدين
6:120,وَذَروا ظـٰهِرَ الإِثمِ وَباطِنَهُ ۚ إِنَّ الَّذينَ يَكسِبونَ الإِثمَ سَيُجزَونَ بِما كانوا يَقتَرِفونَ,وذروا ظـٰهر الاثم وباطنه ۚ ان الذين يكسبون الاثم سيجزون بما كانوا يقترفون
6:121,وَلا تَأكُلوا مِمّا لَم يُذكَرِ اسمُ اللَّهِ عَلَيهِ وَإِنَّهُ لَفِسقٌ ۗ وَإِنَّ الشَّيـٰطينَ لَيوحونَ إِلىٰ أَولِيائِهِم لِيُجـٰدِلوكُم ۖ وَإِن أَطَعتُموهُم إِنَّكُم لَمُشرِكونَ,ولا تاكلوا مما لم يذكر اسم الله عليه وانه لفسق ۗ وان الشيـٰطين ليوحون الىٰ اوليائهم ليجـٰدلوكم ۖ وان اطعتموهم انكم لمشركون
6:122,أَوَمَن كانَ مَيتًا فَأَحيَينـٰهُ وَجَعَلنا لَهُ نورًا يَمشى بِهِ فِى النّاسِ كَمَن مَثَلُهُ فِى الظُّلُمـٰتِ لَيسَ بِخارِجٍ مِنها ۚ كَذٰلِكَ زُيِّنَ لِلكـٰفِرينَ ما كانوا يَعمَلونَ,اومن كان ميتا فاحيينـٰه وجعلنا له نورا يمشى به فى الناس كمن مثله فى الظلمـٰت ليس بخارج منها ۚ كذٰلك زين للكـٰفرين ما كانوا يعملون
6:123,وَكَذٰلِكَ جَعَلنا فى كُلِّ قَريَةٍ أَكـٰبِرَ مُجرِميها لِيَمكُروا فيها ۖ وَما يَمكُرونَ إِلّا بِأَنفُسِهِم وَما يَشعُرونَ,وكذٰلك جعلنا فى كل قرية اكـٰبر مجرميها ليمكروا فيها ۖ وما يمكرون الا بانفسهم وما يشعرون
6:124,وَإِذا جاءَتهُم ءايَةٌ قالوا لَن نُؤمِنَ حَتّىٰ نُؤتىٰ مِثلَ ما أوتِىَ رُسُلُ اللَّهِ ۘ اللَّهُ أَعلَمُ حَيثُ يَجعَلُ رِسالَتَهُ ۗ سَيُصيبُ الَّذينَ أَجرَموا صَغارٌ عِندَ اللَّهِ وَعَذابٌ شَديدٌ بِما كانوا يَمكُرونَ,واذا جاءتهم ءاية قالوا لن نؤمن حتىٰ نؤتىٰ مثل ما اوتى رسل الله ۘ الله اعلم حيث يجعل رسالته ۗ سيصيب الذين اجرموا صغار عند الله وعذاب شديد بما كانوا يمكرون
6:125,فَمَن يُرِدِ اللَّهُ أَن يَهدِيَهُ يَشرَح صَدرَهُ لِلإِسلـٰمِ ۖ وَمَن يُرِد أَن يُضِلَّهُ يَجعَل صَدرَهُ ضَيِّقًا حَرَجًا كَأَنَّما يَصَّعَّدُ فِى السَّماءِ ۚ كَذٰلِكَ يَجعَلُ اللَّهُ الرِّجسَ عَلَى الَّذينَ لا يُؤمِنونَ,فمن يرد الله ان يهديه يشرح صدره للاسلـٰم ۖ ومن يرد ان يضله يجعل صدره ضيقا حرجا كانما يصعد فى السماء ۚ كذٰلك يجعل الله الرجس على الذين لا يؤمنون
6:126,وَهـٰذا صِرٰطُ رَبِّكَ مُستَقيمًا ۗ قَد فَصَّلنَا الـٔايـٰتِ لِقَومٍ يَذَّكَّرونَ,وهـٰذا صرٰط ربك مستقيما ۗ قد فصلنا الـٔايـٰت لقوم يذكرون
6:127,لَهُم دارُ السَّلـٰمِ عِندَ رَبِّهِم ۖ وَهُوَ وَلِيُّهُم بِما كانوا يَعمَلونَ,لهم دار السلـٰم عند ربهم ۖ وهو وليهم بما كانوا يعملون
6:128,وَيَومَ يَحشُرُهُم جَميعًا يـٰمَعشَرَ الجِنِّ قَدِ استَكثَرتُم مِنَ الإِنسِ ۖ وَقالَ أَولِياؤُهُم مِنَ الإِنسِ رَبَّنَا استَمتَعَ بَعضُنا بِبَعضٍ وَبَلَغنا أَجَلَنَا الَّذى أَجَّلتَ لَنا ۚ قالَ النّارُ مَثوىٰكُم خـٰلِدينَ فيها إِلّا ما شاءَ اللَّهُ ۗ إِنَّ رَبَّكَ حَكيمٌ عَليمٌ,ويوم يحشرهم جميعا يـٰمعشر الجن قد استكثرتم من الانس ۖ وقال اولياؤهم من الانس ربنا استمتع بعضنا ببعض وبلغنا اجلنا الذى اجلت لنا ۚ قال النار مثوىٰكم خـٰلدين فيها الا ما شاء الله ۗ ان ربك حكيم عليم
6:129,وَكَذٰلِكَ نُوَلّى بَعضَ الظّـٰلِمينَ بَعضًا بِما كانوا يَكسِبونَ,وكذٰلك نولى بعض الظـٰلمين بعضا بما كانوا يكسبون
6:130,يـٰمَعشَرَ الجِنِّ وَالإِنسِ أَلَم يَأتِكُم رُسُلٌ مِنكُم يَقُصّونَ عَلَيكُم ءايـٰتى وَيُنذِرونَكُم لِقاءَ يَومِكُم هـٰذا ۚ قالوا شَهِدنا عَلىٰ أَنفُسِنا ۖ وَغَرَّتهُمُ الحَيوٰةُ الدُّنيا وَشَهِدوا عَلىٰ أَنفُسِهِم أَنَّهُم كانوا كـٰفِرينَ,يـٰمعشر الجن والانس الم ياتكم رسل منكم يقصون عليكم ءايـٰتى وينذرونكم لقاء يومكم هـٰذا ۚ قالوا شهدنا علىٰ انفسنا ۖ وغرتهم الحيوٰة الدنيا وشهدوا علىٰ انفسهم انهم كانوا كـٰفرين
6:131,ذٰلِكَ أَن لَم يَكُن رَبُّكَ مُهلِكَ القُرىٰ بِظُلمٍ وَأَهلُها غـٰفِلونَ,ذٰلك ان لم يكن ربك مهلك القرىٰ بظلم واهلها غـٰفلون
6:132,وَلِكُلٍّ دَرَجـٰتٌ مِمّا عَمِلوا ۚ وَما رَبُّكَ بِغـٰفِلٍ عَمّا يَعمَلونَ,ولكل درجـٰت مما عملوا ۚ وما ربك بغـٰفل عما يعملون
6:133,وَرَبُّكَ الغَنِىُّ ذُو الرَّحمَةِ ۚ إِن يَشَأ يُذهِبكُم وَيَستَخلِف مِن بَعدِكُم ما يَشاءُ كَما أَنشَأَكُم مِن ذُرِّيَّةِ قَومٍ ءاخَرينَ,وربك الغنى ذو الرحمة ۚ ان يشا يذهبكم ويستخلف من بعدكم ما يشاء كما انشاكم من ذرية قوم ءاخرين
6:134,إِنَّ ما توعَدونَ لَـٔاتٍ ۖ وَما أَنتُم بِمُعجِزينَ,ان ما توعدون لـٔات ۖ وما انتم بمعجزين
6:135,قُل يـٰقَومِ اعمَلوا عَلىٰ مَكانَتِكُم إِنّى عامِلٌ ۖ فَسَوفَ تَعلَمونَ مَن تَكونُ لَهُ عـٰقِبَةُ الدّارِ ۗ إِنَّهُ لا يُفلِحُ الظّـٰلِمونَ,قل يـٰقوم اعملوا علىٰ مكانتكم انى عامل ۖ فسوف تعلمون من تكون له عـٰقبة الدار ۗ انه لا يفلح الظـٰلمون
6:136,وَجَعَلوا لِلَّهِ مِمّا ذَرَأَ مِنَ الحَرثِ وَالأَنعـٰمِ نَصيبًا فَقالوا هـٰذا لِلَّهِ بِزَعمِهِم وَهـٰذا لِشُرَكائِنا ۖ فَما كانَ لِشُرَكائِهِم فَلا يَصِلُ إِلَى اللَّهِ ۖ وَما كانَ لِلَّهِ فَهُوَ يَصِلُ إِلىٰ شُرَكائِهِم ۗ ساءَ ما يَحكُمونَ,وجعلوا لله مما ذرا من الحرث والانعـٰم نصيبا فقالوا هـٰذا لله بزعمهم وهـٰذا لشركائنا ۖ فما كان لشركائهم فلا يصل الى الله ۖ وما كان لله فهو يصل الىٰ شركائهم ۗ ساء ما يحكمون
6:137,وَكَذٰلِكَ زَيَّنَ لِكَثيرٍ مِنَ المُشرِكينَ قَتلَ أَولـٰدِهِم شُرَكاؤُهُم لِيُردوهُم وَلِيَلبِسوا عَلَيهِم دينَهُم ۖ وَلَو شاءَ اللَّهُ ما فَعَلوهُ ۖ فَذَرهُم وَما يَفتَرونَ,وكذٰلك زين لكثير من المشركين قتل اولـٰدهم شركاؤهم ليردوهم وليلبسوا عليهم دينهم ۖ ولو شاء الله ما فعلوه ۖ فذرهم وما يفترون
6:138,وَقالوا هـٰذِهِ أَنعـٰمٌ وَحَرثٌ حِجرٌ لا يَطعَمُها إِلّا مَن نَشاءُ بِزَعمِهِم وَأَنعـٰمٌ حُرِّمَت ظُهورُها وَأَنعـٰمٌ لا يَذكُرونَ اسمَ اللَّهِ عَلَيهَا افتِراءً عَلَيهِ ۚ سَيَجزيهِم بِما كانوا يَفتَرونَ,وقالوا هـٰذه انعـٰم وحرث حجر لا يطعمها الا من نشاء بزعمهم وانعـٰم حرمت ظهورها وانعـٰم لا يذكرون اسم الله عليها افتراء عليه ۚ سيجزيهم بما كانوا يفترون
6:139,وَقالوا ما فى بُطونِ هـٰذِهِ الأَنعـٰمِ خالِصَةٌ لِذُكورِنا وَمُحَرَّمٌ عَلىٰ أَزوٰجِنا ۖ وَإِن يَكُن مَيتَةً فَهُم فيهِ شُرَكاءُ ۚ سَيَجزيهِم وَصفَهُم ۚ إِنَّهُ حَكيمٌ عَليمٌ,وقالوا ما فى بطون هـٰذه الانعـٰم خالصة لذكورنا ومحرم علىٰ ازوٰجنا ۖ وان يكن ميتة فهم فيه شركاء ۚ سيجزيهم وصفهم ۚ انه حكيم عليم
6:140,قَد خَسِرَ الَّذينَ قَتَلوا أَولـٰدَهُم سَفَهًا بِغَيرِ عِلمٍ وَحَرَّموا ما رَزَقَهُمُ اللَّهُ افتِراءً عَلَى اللَّهِ ۚ قَد ضَلّوا وَما كانوا مُهتَدينَ,قد خسر الذين قتلوا اولـٰدهم سفها بغير علم وحرموا ما رزقهم الله افتراء على الله ۚ قد ضلوا وما كانوا مهتدين
6:141,وَهُوَ الَّذى أَنشَأَ جَنّـٰتٍ مَعروشـٰتٍ وَغَيرَ مَعروشـٰتٍ وَالنَّخلَ وَالزَّرعَ مُختَلِفًا أُكُلُهُ وَالزَّيتونَ وَالرُّمّانَ مُتَشـٰبِهًا وَغَيرَ مُتَشـٰبِهٍ ۚ كُلوا مِن ثَمَرِهِ إِذا أَثمَرَ وَءاتوا حَقَّهُ يَومَ حَصادِهِ ۖ وَلا تُسرِفوا ۚ إِنَّهُ لا يُحِبُّ المُسرِفينَ,وهو الذى انشا جنـٰت معروشـٰت وغير معروشـٰت والنخل والزرع مختلفا اكله والزيتون والرمان متشـٰبها وغير متشـٰبه ۚ كلوا من ثمره اذا اثمر وءاتوا حقه يوم حصاده ۖ ولا تسرفوا ۚ انه لا يحب المسرفين
6:142,وَمِنَ الأَنعـٰمِ حَمولَةً وَفَرشًا ۚ كُلوا مِمّا رَزَقَكُمُ اللَّهُ وَلا تَتَّبِعوا خُطُوٰتِ الشَّيطـٰنِ ۚ إِنَّهُ لَكُم عَدُوٌّ مُبينٌ,ومن الانعـٰم حمولة وفرشا ۚ كلوا مما رزقكم الله ولا تتبعوا خطوٰت الشيطـٰن ۚ انه لكم عدو مبين
6:143,ثَمـٰنِيَةَ أَزوٰجٍ ۖ مِنَ الضَّأنِ اثنَينِ وَمِنَ المَعزِ اثنَينِ ۗ قُل ءالذَّكَرَينِ حَرَّمَ أَمِ الأُنثَيَينِ أَمَّا اشتَمَلَت عَلَيهِ أَرحامُ الأُنثَيَينِ ۖ نَبِّـٔونى بِعِلمٍ إِن كُنتُم صـٰدِقينَ,ثمـٰنية ازوٰج ۖ من الضان اثنين ومن المعز اثنين ۗ قل ءالذكرين حرم ام الانثيين اما اشتملت عليه ارحام الانثيين ۖ نبـٔونى بعلم ان كنتم صـٰدقين
6:144,وَمِنَ الإِبِلِ اثنَينِ وَمِنَ البَقَرِ اثنَينِ ۗ قُل ءالذَّكَرَينِ حَرَّمَ أَمِ الأُنثَيَينِ أَمَّا اشتَمَلَت عَلَيهِ أَرحامُ الأُنثَيَينِ ۖ أَم كُنتُم شُهَداءَ إِذ وَصّىٰكُمُ اللَّهُ بِهـٰذا ۚ فَمَن أَظلَمُ مِمَّنِ افتَرىٰ عَلَى اللَّهِ كَذِبًا لِيُضِلَّ النّاسَ بِغَيرِ عِلمٍ ۗ إِنَّ اللَّهَ لا يَهدِى القَومَ الظّـٰلِمينَ,ومن الابل اثنين ومن البقر اثنين ۗ قل ءالذكرين حرم ام الانثيين اما اشتملت عليه ارحام الانثيين ۖ ام كنتم شهداء اذ وصىٰكم الله بهـٰذا ۚ فمن اظلم ممن افترىٰ على الله كذبا ليضل الناس بغير علم ۗ ان الله لا يهدى القوم الظـٰلمين
